2647	2352	0.889	9.952	Np_Prep_<NP>:POS__NUMBER_OF
1036	992	0.958	9.531	Np_Prep_<NP>:POS__PROPORTION_OF
1039	980	0.943	9.372	Np_Prep_<NP>:POS__INCIDENCE_OF
1940	1662	0.857	9.166	<subj>_ActVp:POS__MEASURED
773	740	0.957	9.124	ActVp_Prep_<NP>:POS__CHANGE_IN
1480	1298	0.877	9.070	Np_Prep_<NP>:POS__QUALITY_OF
710	682	0.961	9.042	Subj_AuxVp_<dobj>:POS__BE_MEASURES
717	685	0.955	9.000	Subj_AuxVp_<dobj>:POS__BE_MEASURE
893	827	0.926	8.975	Np_Prep_<NP>:POS__PREVALENCE_OF
943	863	0.915	8.926	Subj_AuxVp_<dobj>:POS__BE_OUTCOME
783	726	0.927	8.812	Np_Prep_<NP>:POS__PERCENTAGE_OF
985	876	0.889	8.693	<subj>_ActVp:POS__SCORES
677	631	0.932	8.669	Subj_AuxVp_<dobj>:POS__BE_OUTCOMES
854	751	0.879	8.401	Np_Prep_<NP>:POS__CHANGES_IN
836	737	0.882	8.397	<subj>_ActVp:POS__RATES
702	629	0.896	8.330	Np_Prep_<NP>:POS__RATES_OF
1296	1065	0.822	8.264	<subj>_PassVp:POS__CALCULATED
948	808	0.852	8.232	Np_Prep_<NP>:POS__RATE_OF
813	704	0.866	8.191	Np_Prep_<NP>:POS__LENGTH_OF
499	461	0.924	8.175	<subj>_ActVp:POS__CHANGE
787	681	0.865	8.144	Np_Prep_<NP>:POS__TIME_TO
529	480	0.907	8.082	ActVp_Prep_<NP>:POS__MEASURED_BY
602	535	0.889	8.055	Np_Prep_<NP>:POS__FREQUENCY_OF
705	610	0.865	8.006	Np_Prep_<NP>:POS__MEASURES_OF
903	751	0.832	7.945	<subj>_ActVp:POS__MEASURES
1029	835	0.811	7.876	<subj>_ActVp:POS__TOTAL
379	351	0.926	7.831	Np_Prep_<NP>:POS__SATISFACTION_WITH
980	786	0.802	7.714	ActVp_<dobj>:POS__TOTAL
591	504	0.853	7.656	Np_Prep_<NP>:POS__CHANGE_IN
318	292	0.918	7.520	Np_Prep_<NP>:POS__SCALE_FOR
232	223	0.961	7.498	Np_Prep_<NP>:POS__PROPORTION_WITH
481	408	0.848	7.356	Np_Prep_<NP>:POS__DIFFERENCES_IN
435	374	0.860	7.348	Np_Prep_<NP>:POS__INDEX_OF
577	475	0.823	7.320	<subj>_ActVp:POS__CHANGES
335	298	0.890	7.311	Np_Prep_<NP>:POS__MEASURE_OF
518	431	0.832	7.282	<subj>_ActVp:POS__DEPRESSION
314	281	0.895	7.280	Np_Prep_<NP>:POS__DIFFERENCES_BETWEEN
430	365	0.849	7.225	ActVp_Prep_<NP>:POS__CHANGES_IN
503	417	0.829	7.216	Np_Prep_<NP>:POS__TYPE_OF
249	229	0.920	7.210	Subj_AuxVp_<dobj>:POS__BE_POINT
161	158	0.981	7.168	<subj>_AuxVp_Dobj:POS__BE_MEASURES
463	385	0.832	7.142	Np_Prep_<NP>:POS__SEVERITY_OF
244	223	0.914	7.130	Np_Prep_<NP>:POS__DIFFERENCE_IN
458	380	0.830	7.110	ActVp_<dobj>:POS__MEASURES
310	272	0.877	7.096	ActVp_<dobj>:POS__PERCEIVED
549	443	0.807	7.094	<subj>_ActVp:POS__ADJUSTED
190	179	0.942	7.051	ActVp_Prep_<NP>:POS__CHANGE_FROM
352	300	0.852	7.013	Np_Prep_<NP>:POS__CHARACTERISTICS_OF
305	265	0.869	6.994	<subj>_ActVp:POS__PERCEIVED
342	292	0.854	6.992	ActVp_<dobj>:POS__SELF-REPORTED
319	274	0.859	6.956	Np_Prep_<NP>:POS__OCCURRENCE_OF
475	383	0.806	6.919	Np_Prep_<NP>:POS__RESPONSE_TO
359	301	0.838	6.903	Np_Prep_<NP>:POS__COMPARISON_OF
269	235	0.874	6.881	Np_Prep_<NP>:POS__RATIOS_FOR
326	276	0.847	6.865	ActVp_Prep_<NP>:POS__ASSESSED_BY
201	183	0.910	6.843	Np_Prep_<NP>:POS__CORRELATION_BETWEEN
232	206	0.888	6.825	ActVp_Prep_<NP>:POS__MEASURED_WITH
292	250	0.856	6.820	Np_Prep_<NP>:POS__DEGREE_OF
148	141	0.953	6.802	<subj>_AuxVp_Dobj:POS__BE_MEASURE
213	191	0.897	6.795	Np_Prep_<NP>:POS__ACCURACY_OF
160	150	0.938	6.777	Np_Prep_<NP>:POS__SCALE_AT
293	249	0.850	6.765	Np_Prep_<NP>:POS__RELATION_TO
322	268	0.832	6.713	ActVp_<dobj>:POS__DEPRESSION
231	202	0.874	6.697	Np_Prep_<NP>:POS__DIFFERENCE_BETWEEN
346	284	0.821	6.689	Np_Prep_<NP>:POS__RESULTS_OF
157	146	0.930	6.686	Np_Prep_<NP>:POS__SCORES_ON
113	111	0.982	6.674	ActVp_Prep_<NP>:POS__COST_PER
314	261	0.831	6.673	ActVp_Prep_<NP>:POS__ADJUSTED_FOR
216	190	0.880	6.659	Np_Prep_<NP>:POS__PERCEPTIONS_OF
210	185	0.881	6.635	<subj>_ActVp:POS__COST
292	244	0.836	6.627	ActVp_<dobj>:POS__PRETERM
231	200	0.866	6.618	<subj>_ActVp:POS__COSTS
216	189	0.875	6.617	Np_Prep_<NP>:POS__AREA_UNDER
196	174	0.888	6.608	Np_Prep_<NP>:POS__NUMBER_IN
357	288	0.807	6.591	<subj>_ActVp:POS__SCORE
101	100	0.990	6.578	<subj>_AuxVp_Dobj:POS__BE_PROPORTION
259	219	0.846	6.574	PassVp_Prep_<NP>:POS__CALCULATED_FOR
161	147	0.913	6.574	ActVp_Prep_<NP>:POS__SCORES_FOR
165	150	0.909	6.572	ActVp_Prep_<NP>:POS__RATES_FOR
148	137	0.926	6.570	ActVp_Prep_<NP>:POS__SCORES_ON
211	184	0.872	6.561	ActVp_<dobj>:POS__LIVE
155	142	0.916	6.550	Np_Prep_<NP>:POS__NUMBER_PER
142	132	0.930	6.548	Np_Prep_<NP>:POS__COST_OF
159	145	0.912	6.548	<subj>_AuxVp_Dobj:POS__BE_RATE
137	128	0.934	6.540	<subj>_ActVp:POS__GAINED
